mszoning,lotshape,landcontour,lotconfig,landslope,neighborhood,condition1,bldgtype,housestyle,roofstyle,exterior1st,exterior2nd,masvnrtype,exterqual,extercond,foundation,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfintype2,heatingqc,centralair,electrical,kitchenqual,functional,fireplacequ,garagetype,garagefinish,garagequal,garagecond,paveddrive,saletype,salecondition,mssubclass,lotfrontage,lotarea,overallqual,overallcond,yearbuilt,yearremodadd,masvnrarea,bsmtfinsf1,bsmtunfsf,totalbsmtsf,firstflrsf,secondflrsf,grlivarea,bsmtfullbath,bsmthalfbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,totrmsabvgrd,fireplaces,garageyrblt,garagecars,garagearea,wooddecksf,openporchsf,enclosedporch,mosold,yrsold,Predicted Sale Price,Actual Sale Price
3,3,3,4,0,20,2,0,2,1,13,15,1,2,4,1,2,4,3,2,6,4,1,5,2,6,5,1,3,5,5,2,8,4,20,70.04995836802665,11200,6,5,1985,1985,85.0,1258,40,1298.0,1298,0,1298,1,0,2,0,3,1,5,1,1985.0,2,403,165,26,0,5,2006,173371.97,180000
3,0,3,0,0,5,2,0,2,1,12,13,3,2,4,2,2,4,0,6,6,0,1,5,2,6,3,1,2,5,5,2,8,4,20,64.0,10475,8,5,2008,2008,72.0,0,1694,1694.0,1694,0,1694,0,0,2,0,3,1,7,0,2008.0,3,776,160,33,0,2,2010,246662.97,245350
3,0,3,1,0,12,2,0,2,3,8,8,2,3,2,1,4,4,2,1,6,4,1,5,3,6,3,1,2,5,5,2,8,4,20,70.04995836802665,12772,6,8,1960,1998,0.0,498,460,958.0,958,0,958,0,0,1,0,2,1,5,0,1960.0,1,301,0,0,0,4,2007,135059.75,151500
3,0,3,4,0,12,2,0,6,1,8,8,2,3,4,1,4,4,0,1,6,4,1,5,3,6,3,1,3,5,5,2,8,4,85,69.0,10205,5,5,1962,1962,0.0,784,141,925.0,999,0,999,1,0,1,0,3,1,6,0,1962.0,1,300,150,72,0,5,2006,133467.0,134500
3,3,3,4,0,19,1,0,0,1,12,13,2,3,2,1,4,4,3,6,6,2,0,5,3,6,3,6,1,3,3,0,8,4,50,54.0,6342,5,8,1875,1996,0.0,0,780,780.0,780,240,1020,0,0,1,0,2,1,6,0,1978.5061638868744,0,0,0,0,176,5,2010,95483.84,94000
1,3,3,4,0,21,2,0,5,1,12,13,2,2,4,2,2,4,3,2,6,0,1,5,2,6,3,1,2,5,5,2,8,4,60,70.04995836802665,7500,7,5,2000,2000,0.0,533,281,814.0,814,860,1674,1,0,2,1,3,1,7,0,2000.0,2,663,0,96,0,1,2010,207580.06,216000
3,0,3,4,0,15,2,0,2,3,8,8,1,2,2,2,2,4,1,2,6,0,1,5,2,6,5,1,0,5,5,2,8,4,20,91.0,10437,8,6,1995,1995,660.0,1696,413,2109.0,2113,0,2113,1,0,2,1,2,1,7,1,1995.0,3,839,236,46,0,8,2008,337211.28,350000
3,0,3,4,0,14,2,0,5,1,9,10,1,3,4,1,4,4,3,3,6,4,1,5,2,6,5,1,0,5,5,2,8,4,60,70.04995836802665,12046,6,6,1976,1976,298.0,156,692,848.0,1118,912,2030,0,0,2,1,4,1,8,1,1976.0,2,551,0,224,0,6,2007,191275.0,195000
3,3,3,0,0,20,2,4,5,1,9,10,2,3,4,1,2,4,3,6,6,4,1,5,3,6,5,1,2,5,5,2,8,4,160,75.0,10762,6,6,1980,1980,0.0,0,626,626.0,626,591,1217,0,0,1,1,3,1,6,1,1980.0,1,288,0,28,0,4,2009,125722.5,120000
3,3,3,4,0,5,2,0,5,1,12,13,1,2,4,2,2,4,3,6,6,0,1,5,2,6,2,1,2,5,5,2,8,4,60,70.04995836802665,9375,8,5,2002,2002,149.0,0,1284,1284.0,1284,885,2169,0,0,2,1,3,1,7,1,2002.0,2,647,192,87,0,8,2007,264100.87,228500
3,1,3,2,0,15,2,0,5,1,6,6,2,2,4,2,2,4,3,2,6,0,1,5,2,6,2,3,0,5,5,2,8,4,60,70.04995836802665,29959,7,6,1994,1994,0.0,595,378,973.0,979,871,1850,0,0,2,1,3,1,7,1,1994.0,2,467,168,98,0,1,2009,224820.83,248000
3,3,3,4,0,12,2,0,2,1,6,6,2,3,4,1,4,4,3,1,5,4,1,5,3,6,3,5,3,5,5,2,0,4,20,71.0,9204,5,5,1963,1963,0.0,25,247,1144.0,1144,0,1144,1,0,1,1,3,1,6,0,1962.0,1,336,0,88,0,8,2008,137229.5,124000
